Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1492,Abdoul Ouattara,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19.0,2005,6,4,370,4.1,1,0,1,1,0,0,1,0,0.3,0.3,1.2,1.5,8,18,30,0.24,0.37,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,1,4,2,50.0,0.97,0.49,0.25,0.50,21.9,0,0,0,0.3,0.3,0.07,+0.7,+0.7,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,155,184,84.2,2470,445,0,1.2,0.5,-1.2,2,8,4,1,18,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,184,163,20,0,1,0,6,17,0,0,0,0,155,1,2,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,8,1.95,7,0,1,0,0,0,1,0.24,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,2,1,2,0,0,3,0.0,3,4,0,4,4,6,8,0,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,218,8,37,116,65,6,218,6,2,33.3,4,66.7,116,545,266,8,4,1,2,4,150,30,1853,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,6,370,62,68.5,4.1,4,70,4,2,45,0,2.00,6,5,+1,+0.24,-0.29,6.1,4.6,+1.5,+0.36,1492,fr FRA,"DF,MF",fr Ligue 1,19-342,2005,4.1,1,0,0,3,1,0,6,4,1,0,0,0,12,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Dango Ouattara,bf BFA,FW,Brentford,eng Premier League,23.0,2002,5,3,291,3.2,1,0,1,1,0,0,0,0,1.4,1.4,0.2,1.6,9,1,19,0.31,0.50,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,1,6,4,66.7,1.86,1.24,0.17,0.25,12.0,0,0,0,1.4,1.4,0.27,-0.4,-0.4,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,21,52,40.4,229,93,0,0.2,0.3,-0.2,1,0,0,0,1,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,52,50,2,0,1,0,8,0,0,0,0,0,21,0,2,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,5,1.55,3,0,1,1,0,0,1,0.31,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,4,2,1,1,2,4,50.0,2,7,0,7,3,7,8,0,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,113,7,23,36,56,18,113,19,4,21.1,13,68.4,56,386,172,9,4,6,10,4,66,19,1854,bf BFA,FW,eng Premier League,23-230,2002,5,291,58,53.9,3.2,3,83,3,2,21,0,1.40,5,4,+1,+0.31,+1.39,5.0,4.1,+0.9,+0.28,1493,bf BFA,FW,eng Premier League,23-230,2002,3.2,0,0,0,9,6,1,8,3,2,0,0,0,11,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Kassoum Ouattara,fr FRA,DF,Monaco,fr Ligue 1,20.0,2004,3,2,147,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.5,2,3,18,0.00,0.33,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,0,1,0,0.0,0.61,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,59,86,68.6,851,267,0,0.5,0.4,-0.5,3,2,2,1,3,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,86,62,24,1,0,1,10,23,0,0,0,0,59,0,7,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,8,4.93,4,1,2,1,0,0,0,0.00,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,4,2,2,1,1,4,0.0,4,3,0,3,3,7,4,0,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,113,1,22,46,46,6,113,9,3,33.3,6,66.7,39,206,69,2,0,2,4,1,52,18,1855,fr FRA,DF,fr Ligue 1,20-350,2004,3,147,49,27.2,1.6,2,71,2,1,5,3,2.00,3,3,0,0.00,-0.92,4.0,3.9,+0.1,+0.04,1494,fr FRA,DF,fr Ligue 1,20-350,2004,1.6,1,0,0,3,0,0,10,3,2,0,0,0,5,5,5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Assan Ouedraogo,de GER,MF,RB Leipzig,de Bundesliga,19.0,2006,4,2,129,1.4,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,5,8,8,0.70,0.70,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,1,4,2,50.0,2.79,1.40,0.25,0.50,13.3,0,0,0,1.0,1.0,0.34,0.0,0.0,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,31,37,83.8,462,163,0,0.0,0.1,0.0,0,2,1,0,8,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,37,36,0,0,0,0,1,0,0,0,0,0,31,1,0,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,6,4.15,3,0,0,2,1,0,1,0.69,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,2,2,2,0,0,1,100.0,0,2,0,2,1,3,2,0,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,53,2,14,20,22,9,53,6,4,66.7,1,16.7,35,266,177,5,5,1,2,1,35,8,1856,de GER,MF,de Bundesliga,19-143,2006,4,129,32,28.7,1.4,2,61,2,2,4,0,2.40,4,1,+3,+2.09,+2.93,4.1,2.6,+1.4,+1.00,1495,de GER,MF,de Bundesliga,19-143,2006,1.4,0,0,0,0,4,0,1,1,2,0,0,0,5,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Azzedine Ounahi,ma MAR,"MF,FW",Girona,es La Liga,25.0,2000,4,4,337,3.7,1,0,1,1,0,0,2,0,0.3,0.3,0.8,1.1,14,26,18,0.27,0.29,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,1,6,2,33.3,1.60,0.53,0.17,0.50,19.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,120,146,82.2,1879,465,0,0.8,0.7,-0.8,6,12,7,1,26,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,146,136,9,6,6,0,7,1,2,1,1,0,120,1,1,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,17,4.57,13,0,3,0,1,0,1,0.27,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,4,1,3,1,0,9,33.3,6,5,0,5,8,12,3,0,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,200,5,34,92,80,11,200,29,16,55.2,9,31.0,149,788,387,14,8,2,11,8,154,18,1857,ma MAR,"MF,FW",es La Liga,25-163,2000,4,337,84,53.5,3.7,4,84,4,0,,0,0.75,2,4,-2,-0.53,+2.84,2.5,6.4,-3.9,-1.04,1496,ma MAR,"MF,FW",es La Liga,25-163,2000,3.7,2,0,0,5,16,0,7,8,1,0,0,0,16,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Elisha Owusu,gh GHA,MF,Auxerre,fr Ligue 1,27.0,1997,6,6,535,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,3,18,3,0.00,0.03,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,0,2,0,0.0,0.34,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,143,178,80.3,2438,708,0,0.1,0.2,-0.1,2,16,2,0,18,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,178,176,2,1,0,2,1,1,0,0,0,0,143,0,3,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,5,0.84,5,0,0,0,0,0,0,0.00,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,20,12,14,5,1,10,50.0,5,10,2,8,8,28,11,0,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,242,19,74,134,36,0,242,4,3,75.0,1,25.0,115,421,181,3,1,0,8,4,118,3,1858,gh GHA,MF,fr Ligue 1,27-326,1997,6,535,89,99.1,5.9,6,89,6,0,,0,1.00,4,8,-4,-0.67,-0.67,5.4,8.6,-3.2,-0.54,1497,gh GHA,MF,fr Ligue 1,27-326,1997,5.9,2,0,0,10,4,0,1,8,12,0,0,0,32,2,7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Mikel Oyarzabal,es ESP,FW,Real Sociedad,es La Liga,28.0,1997,7,7,600,6.7,2,1,3,1,1,1,0,0,3.1,2.3,1.8,4.1,11,27,38,0.30,0.73,1498,es ESP,FW,es La Liga,28-161,1997,6.7,2,18,7,38.9,2.70,1.05,0.06,0.14,14.8,0,1,1,3.1,2.3,0.13,-1.1,-1.3,1498,es ESP,FW,es La Liga,28-161,1997,6.7,115,148,77.7,1769,408,1,1.8,1.4,-0.8,15,6,14,0,27,1498,es ESP,FW,es La Liga,28-161,1997,6.7,148,135,13,1,4,1,5,2,1,1,0,0,115,0,6,1498,es ESP,FW,es La Liga,28-161,1997,6.7,21,3.16,19,1,0,1,0,0,2,0.30,1498,es ESP,FW,es La Liga,28-161,1997,6.7,2,2,0,0,2,6,0.0,6,3,1,2,0,2,3,0,1498,es ESP,FW,es La Liga,28-161,1997,6.7,203,3,12,88,105,30,202,5,3,60.0,2,40.0,117,626,280,11,5,5,15,6,150,38,1859,es ESP,FW,es La Liga,28-161,1997,7,600,86,95.2,6.7,7,86,7,0,,0,0.71,7,11,-4,-0.60,-0.60,9.0,11.6,-2.6,-0.39,1498,es ESP,FW,es La Liga,28-161,1997,6.7,0,0,0,6,7,1,5,0,2,0,0,0,19,5,15,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Daniel Oyegoke,eng ENG,DF,Hellas Verona,it Serie A,22.0,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,3,5,60.0,30,8,0,0.0,0.0,0.0,0,0,0,0,0,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,5,2,3,0,0,0,0,3,0,0,0,0,3,0,0,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,8,0,2,3,3,0,8,1,1,100.0,0,0.0,2,1,0,0,0,0,1,0,2,0,1861,eng ENG,DF,it Serie A,22-269,2003,1,8,8,1.8,0.1,0,,0,1,8,2,1.00,0,0,0,0.00,+1.22,0.0,0.1,-0.1,-1.04,1499,eng ENG,DF,it Serie A,22-269,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Salih Özcan,tr TUR,"DF,MF",Dortmund,de Bundesliga,27.0,1998,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,28,29,96.6,452,147,0,0.0,0.1,0.0,0,5,1,0,5,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,29,29,0,0,0,0,1,0,0,0,0,0,28,0,0,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,1,4.09,1,0,0,0,0,0,0,0.00,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,31,0,3,13,15,0,31,0,0,,0,,24,77,54,0,2,0,0,0,25,0,1862,tr TUR,"DF,MF",de Bundesliga,27-261,1998,2,19,10,4.2,0.2,0,,0,2,10,2,2.33,0,1,-1,-4.74,-6.62,0.4,0.3,+0.1,+0.38,1500,tr TUR,"DF,MF",de Bundesliga,27-261,1998,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Berke Özer,tr TUR,GK,Lille,fr Ligue 1,25.0,2000,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.20,0.01,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,143,178,80.3,3489,2076,1,0.1,0.0,+0.9,1,2,0,0,0,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,178,140,38,13,0,0,0,0,0,0,0,0,143,0,0,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,2,0.40,2,0,0,0,0,0,1,0.20,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,1,0,1,0,0,2,50.0,1,0,0,0,0,1,2,1,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,192,128,191,1,0,0,192,0,0,,0,,120,480,309,0,0,0,1,0,122,0,1863,tr TUR,GK,fr Ligue 1,25-127,2000,5,450,90,83.3,5.0,5,90,5,0,,0,2.00,13,8,+5,+1.00,+2.00,11.9,8.7,+3.3,+0.65,1501,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,0,0,0,0,3,0,0,0,0,0,0,0,10,1,1,50.0,78,tr TUR,GK,fr Ligue 1,25-127,2000,5,5,450,5.0,8,1.60,18,9,55.6,3,1,1,1,20.0,1,0,1,0,78,tr TUR,GK,fr Ligue 1,25-127,2000,5.0,8,0,0,1,0,9.7,0.51,+1.7,+0.35,17,50,34.0,153,13,26.8,30.3,57,2,3.5,7,1.40,16.5
1502,Cenk Özkacar,tr TUR,MF,Köln,de Bundesliga,24.0,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,6,0,0.00,1.13,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,0,1,0,0.0,3.91,0.00,0.00,,6.2,0,0,0,0.3,0.3,0.30,-0.3,-0.3,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,27,28,96.4,507,207,0,0.0,0.0,0.0,0,6,0,0,6,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,28,28,0,0,0,1,0,0,0,0,0,0,27,0,0,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,2,2,0,2,0,2,50.0,1,1,1,0,0,2,5,0,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,37,2,10,26,1,1,37,0,0,,0,,17,47,24,0,0,0,1,0,27,0,1864,tr TUR,MF,de Bundesliga,24-358,2000,1,23,23,5.1,0.3,0,,0,1,23,4,3.00,1,0,+1,+3.91,+3.91,0.7,0.6,+0.1,+0.54,1502,tr TUR,MF,de Bundesliga,24-358,2000,0.3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Nico O’Reilly,eng ENG,"DF,MF",Manchester City,eng Premier League,20.0,2005,5,3,302,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,9,12,0.00,0.06,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,0,3,0,0.0,0.89,0.00,0.00,,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,133,168,79.2,1675,590,0,0.1,0.2,-0.1,2,3,3,1,9,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,168,127,40,4,0,0,2,36,0,0,0,0,133,1,7,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,6,1.79,4,0,0,2,0,0,0,0.00,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,13,5,7,4,2,10,70.0,3,6,3,3,4,17,10,0,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,212,16,62,99,54,5,212,6,3,50.0,3,50.0,93,517,289,7,7,1,5,6,119,12,1865,eng ENG,"DF,MF",eng Premier League,20-192,2005,5,302,60,55.9,3.4,3,87,3,2,21,1,2.00,8,2,+6,+1.79,+1.03,5.2,3.7,+1.5,+0.44,1503,eng ENG,"DF,MF",eng Premier League,20-192,2005,3.4,1,0,0,4,0,0,2,4,5,0,0,0,13,6,10,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Jon Pacheco,es ESP,DF,Alavés,es La Liga,24.0,2001,3,2,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,1504,es ESP,DF,es La Liga,24-264,2001,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1504,es ESP,DF,es La Liga,24-264,2001,2.2,86,102,84.3,1659,603,0,0.0,0.0,0.0,0,6,0,0,5,1504,es ESP,DF,es La Liga,24-264,2001,2.2,102,95,6,6,1,2,0,0,0,0,0,0,86,1,0,1504,es ESP,DF,es La Liga,24-264,2001,2.2,0,0.00,0,0,0,0,0,0,0,0.00,1504,es ESP,DF,es La Liga,24-264,2001,2.2,6,3,5,1,0,5,80.0,1,1,1,0,0,6,12,0,1504,es ESP,DF,es La Liga,24-264,2001,2.2,122,10,50,72,0,0,122,0,0,,0,,59,279,121,1,0,0,0,0,75,1,1866,es ESP,DF,es La Liga,24-264,2001,3,195,65,31.0,2.2,2,90,2,1,15,2,1.33,1,2,-1,-0.46,-0.46,1.4,1.0,+0.3,+0.16,1504,es ESP,DF,es La Liga,24-264,2001,2.2,0,0,0,2,0,0,0,0,3,0,0,0,7,10,4,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Willian Pacho,ec ECU,DF,Paris S-G,fr Ligue 1,23.0,2001,3,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,177,180,98.3,2960,1224,0,0.0,0.1,0.0,0,15,1,0,11,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,180,179,1,0,0,1,0,0,0,0,0,0,177,0,0,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,1,0.45,1,0,0,0,0,0,0,0.00,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,4,3,2,0,2,2,100.0,0,4,2,2,1,5,7,0,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,197,12,51,139,8,0,197,0,0,,0,,132,532,276,1,0,0,1,0,155,0,1868,ec ECU,DF,fr Ligue 1,23-348,2001,3,199,66,36.9,2.2,2,77,2,1,45,3,2.00,3,3,0,0.00,-2.11,3.1,1.9,+1.3,+0.57,1505,ec ECU,DF,fr Ligue 1,23-348,2001,2.2,0,0,0,0,1,0,0,1,3,0,0,0,18,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Kendry Páez,ec ECU,"FW,MF",Strasbourg,fr Ligue 1,18.0,2007,6,3,270,3.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,12,18,26,0.33,0.26,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,1,7,3,42.9,2.33,1.00,0.14,0.33,18.8,1,0,0,0.7,0.7,0.10,+0.3,+0.3,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,73,111,65.8,1120,394,0,0.1,0.4,-0.1,2,5,10,0,18,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,111,103,6,1,2,0,13,0,5,3,2,0,73,2,4,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,6,2.01,5,0,0,1,0,0,0,0.00,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,4,2,1,3,0,8,0.0,8,8,0,8,2,6,5,1,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,161,2,20,71,70,15,161,12,3,25.0,9,75.0,87,558,293,12,4,7,4,5,108,26,1871,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,6,270,45,50.0,3.0,3,57,3,3,33,0,2.00,5,2,+3,+1.00,+1.33,4.0,3.6,+0.5,+0.15,1506,ec ECU,"FW,MF",fr Ligue 1,18-148,2007,3.0,0,0,0,5,3,0,13,2,2,0,0,0,6,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Pablo Pagis,fr FRA,"FW,MF",Lorient,fr Ligue 1,22.0,2002,3,1,118,1.3,3,0,3,3,0,0,1,0,0.6,0.6,0.0,0.6,5,5,12,2.29,0.46,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,3,5,5,100.0,3.81,3.81,0.60,0.60,12.9,0,0,0,0.6,0.6,0.12,+2.4,+2.4,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,49,65,75.4,827,218,0,0.0,0.0,0.0,1,7,0,0,5,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,65,61,4,1,0,0,1,1,2,1,0,0,49,0,6,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,6,4.54,2,0,3,0,0,1,2,1.51,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,1,1,0,1,0,2,50.0,1,2,0,2,2,3,0,0,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,84,0,7,47,33,5,84,6,4,66.7,2,33.3,58,364,123,5,7,1,4,1,63,12,1872,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,3,118,39,21.9,1.3,1,66,1,2,26,1,2.00,4,2,+2,+1.53,+3.02,3.0,1.6,+1.4,+1.09,1507,fr FRA,"FW,MF",fr Ligue 1,22-274,2002,1.3,1,0,0,3,1,0,1,2,1,0,0,0,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
